id,vote_count,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year,budget,imdb_id,revenue,runtime,status,tagline,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
37958,1066,FALSE,5.7,Immortals,22.674867,/efyXTVK7oqQdQlI2YGWOkJVpbqZ.jpg,en,Immortals,14|28|18,/pNw0c7aiUZHhu8WuolfOA8xube9.jpg,FALSE,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",2011-11-10,2011,75000000,tt1253864,226904017,110,Released,The Gods need a hero.,FALSE,,,"Fantasy|Action|Drama","8852|11761",2,"Virgin Produced|Mark Canton Productions",US,"el|en",http://www.immortalsmovie.com/splash/
38050,1960,FALSE,6.6,The Adjustment Bureau,20.803277,/g87PqGH9Oo3d3Tbczcfk7ZMAIEk.jpg,en,The Adjustment Bureau,878|53|10749,/iE2WiPdF7a0s5glgXQBBmZQ6mUd.jpg,FALSE,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",2011-03-03,2011,50200000,tt1385826,127869379,106,Released,Fight for your fate.,FALSE,,,"Science Fiction|Thriller|Romance","33|2531|6933|11834",4,"Universal Pictures|Media Rights Capital|Gambit Pictures|Electric Shepherd Productions",US,en,http://www.theadjustmentbureau.com/
38055,2403,FALSE,6.7,Megamind,23.314559,/amXAUSAUrnGuLGEyc1ZNhBvgbnF.jpg,en,Megamind,16|28|35|10751|878,/o6anuGPog9853CPiaPQEMmdBVT0.jpg,FALSE,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",2010-10-28,2010,130000000,tt1001526,321887208,95,Released,His brain is off the chain.,FALSE,,,"Animation|Action|Comedy|Family|Science Fiction",521,1,DreamWorks Animation,US,en,http://www.megamind.com
38142,531,FALSE,7.3,5 Centimeters per Second,11.66568,/wX7RbjclqHoSWd4NGouDisBHq1o.jpg,ja,秒速5センチメートル,16|18|10749,/na51OUflawJy5K2cgvF07nrgGrl.jpg,FALSE,"Takaki and Akari are two classmates in elementary school. During their time together they have become close friends. Their relationship is tested when Akari moves to another city because of her parents' jobs. Both of them struggle to keep their friendship alive, as time and distance slowly pulls them apart. When Takaki finds out that he is moving further away, he decides to visit Akari one last time.",2007-03-03,2007,5000000,tt0983213,0,63,Released,A chain of short stories about their distance,FALSE,,,"Animation|Drama|Romance",3756,1,CoMix Wave,JP,ja,http://5cm.yahoo.co.jp
38167,806,FALSE,5.8,Eat Pray Love,10.570155,/s57E4AfPIU1fxwpGGRahk6A0DUl.jpg,en,Eat Pray Love,18,/2fwHVLvh6kdwCujsMwtNmwRJAf1.jpg,FALSE,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",2010-08-12,2010,60000000,tt0879870,204594016,133,Released,Let Yourself GO,FALSE,,,Drama,"2455|5|45778",3,"Red Om Films|Columbia Pictures|Plan B Entertainment",US,"pt|en|it",http://www.sonypictures.com/movies/eatpraylove/
38199,493,FALSE,6.6,Unthinkable,10.062834,/kRW14N0z8L7zx47rqTlXUCBSNWt.jpg,en,Unthinkable,18|53,/3d1f1bGxwOGgwV5QqZVAfzXo230.jpg,FALSE,"A convert to Islam sends the U.S. government a tape showing him in three nondescript storage rooms, each of which may contain a nuclear bomb set to detonate in less than a week. Helen Brody, an FBI agent in L.A., is tasked with finding the bombs while a CIA ""consultant"", known as H, interrogates the suspect who has allowed himself to be caught. The suspect, whose wife and children have left him and disappeared, seems to know exactly what the interrogation will entail. Even as H ratchets up the pressure, using torture over Brody's objection, the suspect doesn't crack. Should H do the unthinkable, and will Brody acquiesce? Is any Constitutional principle worth possible loss of life?",2010-06-14,2010,15000000,tt0914863,0,97,Released,Right and Wrong no longer exist,FALSE,,,"Drama|Thriller","3319|12410|737|12411|5683",5,"Senator Entertainment Co|Lleju Productions|Sidney Kimmel Entertainment|Kimmel International|ChubbCo Film",US,"en|hu",
38234,220,FALSE,7.2,Undisputed III : Redemption,12.301896,/vLSnWLCnqk5j3oLnMnBHJGL3bO0.jpg,en,Undisputed III : Redemption,28|53,/c9GlsmZsZ9DR0G3LhRNip2wF06Y.jpg,FALSE,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",2010-05-22,2010,3000000,tt1156466,0,96,Released,One deadly tournament. Last fight for freedom.,TRUE,117777,Undisputed Collection,"Action|Thriller","50457|925",2,"Undisputed 3 Productions|Nu Image Films",US,en,
38319,583,FALSE,5.3,Your Highness,10.940705,/d0P3WWy3Fc3JuORpdkkHhPrhlVc.jpg,en,Your Highness,35,/8rxetgG9pp2diwH23HgpC9Coghi.jpg,FALSE,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",2011-04-08,2011,49900000,tt1240982,26121638,102,Released,Get your quest on.,FALSE,,,Comedy,"33|4403",2,"Universal Pictures|Stuber Productions",US,en,http://www.yourhighnessmovie.net/
38363,299,FALSE,6.5,Fair Game,10.060011,/yE8uba2FkmFagMpeNNoo0cPyJ7D.jpg,en,Fair Game,18|53,/5JtGSa0tVNXR6NcM5XUhYBo3bvE.jpg,FALSE,"Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",2010-05-20,2010,22000000,tt0977855,24188922,108,Released,Wife. Mother. Spy.,FALSE,,,"Drama|Thriller","1246|6735",2,"River Road Entertainment|Participant Media","US|AE",en,http://www.fairgame-movie.com/
38365,2239,FALSE,6,Grown Ups,24.020826,/t6Yj2UlqsrHHK6kJO1FWepR6mEd.jpg,en,Grown Ups,35,/q4s8RTQFyLrEn2S8akWGMmc8mYX.jpg,FALSE,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",2010-06-24,2010,80000000,tt1375670,271430189,102,Released,Boys will be boys. . . some longer than others.,TRUE,180546,Grown Ups Collection,Comedy,"5|7295|2608",3,"Columbia Pictures|Relativity Media|Happy Madison Productions",US,en,http://www.grownups-movie.com/
38408,1108,FALSE,6.6,Life As We Know It,13.239179,/u7Gei2Hvh0ux4weJRDZsgMoXSTI.jpg,en,Life As We Know It,35|10749|18,/few3uz5eiHGc0d87PGXG9pSHfMU.jpg,FALSE,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",2010-10-02,2010,38000000,tt1055292,105610124,114,Released,A comedy about taking it one step at a time.,FALSE,,,"Comedy|Romance|Drama","1894|12026",2,"Josephson Entertainment|Gold Circle Films",US,en,
38575,2079,FALSE,6.2,The Karate Kid,11.944222,/l13emtM0cz0HyJeWSxb6ml5RvzT.jpg,en,The Karate Kid,28|12|18|10751,/rfhnEYubWD4hnUUm8xXmotpqffb.jpg,FALSE,"12-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",2010-06-10,2010,40000000,tt1155076,357852395,140,Released,A Challenge He Never Imagined. A Teacher He Never Expected.,FALSE,,,"Action|Adventure|Drama|Family","2596|5|12485|5635",4,"Jerry Weintraub Productions|Columbia Pictures|Overbrook Entertainment|China Film Group","CN|US","zh|en",http://www.karatekid-themovie.com/
38745,776,FALSE,4.9,Gulliver's Travels,10.289479,/7LipqR0RSfPYzZJf2TajeI5598M.jpg,en,Gulliver's Travels,35,/eYlDtmLlX8kZ5ndTtqdrCWBCkVG.jpg,FALSE,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",2010-12-25,2010,112000000,tt1320261,237382724,85,Released,Something big is going down.,FALSE,,,Comedy,"444|1302|6332|25",4,"Dune Entertainment|Davis Entertainment|Dune Entertainment III|20th Century Fox",US,en,
38757,4210,FALSE,7.5,Tangled,32.218794,/re6AOJbhBk9FIK3knwU6rYlbPDx.jpg,en,Tangled,16|10751,/uFg02Gt69UM6Ouam4slMdD0s029.jpg,FALSE,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",2010-11-24,2010,260000000,tt0398286,591794936,100,Released,They're taking adventure to new lengths.,TRUE,463959,Tangled Collection,"Animation|Family","6125|2",2,"Walt Disney Animation Studios|Walt Disney Pictures",US,en,http://disney.go.com/disneypictures/tangled/
39013,682,FALSE,6.8,Winter's Bone,11.216777,/lUFZr1hEgFbowMHzJhAKx08VMGA.jpg,en,Winter's Bone,18,/bXTzMUtLicNnfzXvAdKrk33hMM.jpg,FALSE,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",2010-06-11,2010,2000000,tt1399683,13831503,100,Released,Talking Just Causes Witnesses,FALSE,,,Drama,"10039|19778",2,"Anonymous Content|Winter's Bone Productions",US,en,http://www.wintersbonemovie.com/
39254,3330,FALSE,6.7,Real Steel,28.810381,/drtXi58nN6P3zcoLh6wUlsZAYqh.jpg,en,Real Steel,28|878|18,/pP2sONJEJraOioyrdCtwbVHDkRy.jpg,FALSE,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",2011-09-28,2011,110000000,tt0433035,299268508,127,Released,"If you get one shot, make it real.",FALSE,,,"Action|Science Fiction|Drama","76069|27|2575|7294|9195|11395|12087|76067|76043",9,"Wardour Street Pictures|DreamWorks SKG|21 Laps Entertainment|Reliance Entertainment|Touchstone Pictures|ImageMovers|Angry Films|Kontsept Film Company|Revolution Sun Studios","IN|US",en,http://www.steelgetsreal.com/
39451,1310,FALSE,5.4,Little Fockers,15.772354,/qixmjH8fLD9IkboPO7FKxAqzwRJ.jpg,en,Little Fockers,35|10749,/gpodYxsJZ6OVlpPo0fYkubTBWx9.jpg,FALSE,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",2010-12-21,2010,100000000,tt0970866,310650585,98,Released,"Kids bring everyone closer, right?",TRUE,51509,Meet the Parents Collection,"Comedy|Romance","7852|33|4|7295|11391|2242",6,"Dreamworks Pictures|Universal Pictures|Paramount|Relativity Media|Tribeca Productions|Everyman Pictures",US,en,http://www.littlefockers.net/
39513,2206,FALSE,6.4,Paul,22.193795,/297N75COL0NsJJY5k5U8VTJ1DCe.jpg,en,Paul,12|35|878,/mFSmjVtZ9hsU8RQm4Cda3fG7SaD.jpg,FALSE,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",2011-02-14,2011,40000000,tt1092026,97552050,104,Released,Who's up for a close encounter?,FALSE,,,"Adventure|Comedy|Science Fiction","33|7295|10163|443",4,"Universal Pictures|Relativity Media|Working Title Films|Big Talk Productions","US|GB",en,http://paulthemovie.co.uk/
39514,3253,FALSE,6.6,RED,18.435087,/q2mwTRKrq1etP9S4SZVDIJq0wI2.jpg,en,RED,28|12|35|80|53,/1TFEtFxD1M9OvMGlGcSAR5Pg53I.jpg,FALSE,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",2010-10-13,2010,58000000,tt1245526,71664962,111,Released,Still armed. Still dangerous. Still got it.,TRUE,163902,RED Collection,"Action|Adventure|Comedy|Crime|Thriller","429|491|435|9993",4,"DC Comics|Summit Entertainment|Di Bonaventura Pictures|DC Entertainment",US,"en|ru",
39538,1585,FALSE,6.2,Contagion,14.378117,/kbC6I0AOSLTHFA2dieyat9h8QHP.jpg,en,Contagion,18|53|878,/njVTBUU5VK60KsOjju86L4HJS5y.jpg,FALSE,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",2011-09-08,2011,60000000,tt1598778,137551594,106,Released,Nothing spreads like fear,FALSE,,,"Drama|Thriller|Science Fiction","6194|6735|6736|215|508",5,"Warner Bros.|Participant Media|Imagenation Abu Dhabi FZ|Double Feature Films|Regency Enterprises","US|AE","en|cn|zh",http://contagionmovie.warnerbros.com/
39939,428,FALSE,6.5,Super Troopers,8.332681,/w8Uu4bqq21onmvQx4ZsTm7dqXwq.jpg,en,Super Troopers,35|80|9648,/dyHIPT1Q2nZjsciWBuTPikYOxzA.jpg,FALSE,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",2001-01-18,2001,3000000,tt0247745,18492362,100,Released,Altered State Police,TRUE,449462,Super Troopers Collection,"Comedy|Crime|Mystery","43|2773",2,"Fox Searchlight Pictures|Broken Lizard Industries",US,en,http://www.brokenlizard.com/
40662,565,FALSE,7.6,Batman: Under the Red Hood,10.572396,/78kjgspmLLOm2Glgpzqo9cS4GpI.jpg,en,Batman: Under the Red Hood,28|16,/fJDOk1XtYxxX6OUEHohDPuKejXF.jpg,FALSE,"Batman faces his ultimate challenge as the mysterious Red Hood takes Gotham City by firestorm. One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.",2010-07-27,2010,0,tt1569923,6629178,75,Released,Dare to Look Beneath the Hood.,FALSE,,,"Action|Animation","429|2785",2,"DC Comics|Warner Bros. Animation",US,en,http://www.warnerbros.com/batman-under-red-hood
40805,1451,FALSE,5.5,The Green Hornet,11.655702,/hZvTFnyqiTiQDO1FRsQvwhFNg3G.jpg,en,The Green Hornet,28|80|35,/obqNqj4tBoUkWzufsMLmDABFLEL.jpg,FALSE,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",2011-01-12,2011,120000000,tt0990407,227817248,119,Released,Breaking the Law to Protect It.,FALSE,,,"Action|Crime|Comedy","333|5752|6733",3,"Original Film|Sony Pictures Entertainment|Reliance BIG Entertainment",US,"en|zh",http://www.sonypictures.com/movies/thegreenhornet/
